Id,Time,Machine,Component,Parameter,Value
44,17-05-2022 23:32,Excavator_1,Drive,Pedal Sensor,4.635618591
32,08-06-2022 08:29,Backhoe_Loader_1,Fuel,Level,4.858788531
14,30-05-2022 21:15,Excavator_1,Engine,Oil Pressure,36.75227495
17,25-05-2022 00:08,Excavator_1,Fuel,Water in Fuel,1759.827729
26,02-05-2022 05:23,Backhoe_Loader_1,Drive,Pedal Sensor,3.084030851
25,15-05-2022 19:10,Excavator_1,Drive,Transmission Pressure,279.885484
35,09-05-2022 03:24,Articulated_Truck_1,Misc,Hydraulic Pump Rate,117.0297187
15,23-05-2022 04:38,Articulated_Truck_1,Fuel,Temparature,0.110104125
46,24-06-2022 18:48,Articulated_Truck_1,Drive,Pedal Sensor,3.147559066
47,07-06-2022 09:31,Excavator_1,Engine,Oil Pressure,40.20046224
14,12-05-2022 20:40,Dozer_1,Drive,Pedal Sensor,4.248487735
11,19-05-2022 07:13,Excavator_1,Misc,Hydraulic Pump Rate,105.0726403
3,12-06-2022 21:23,Dozer_1,Misc,Hydraulic Pump Rate,122.1179119
10,01-05-2022 20:42,Backhoe_Loader_1,Fuel,Level,7.922855147
27,25-06-2022 02:18,Dozer_1,Misc,Hydraulic Pump Rate,84.98233527
40,14-06-2022 18:31,Dozer_1,Misc,Air Filter Pressure,31.19981229
47,14-06-2022 19:44,Excavator_1,Drive,Brake Control,2.873722431
34,13-05-2022 07:29,Articulated_Truck_1,Fuel,Pressure,71.06157118
39,05-05-2022 20:47,Backhoe_Loader_1,Engine,Oil Pressure,48.95762555
43,08-06-2022 17:13,Articulated_Truck_1,Misc,Hydraulic Pump Rate,106.086538
2,22-06-2022 10:39,Backhoe_Loader_1,Engine,Temparature,74.91371852
4,17-06-2022 07:14,Dozer_1,Drive,Transmission Pressure,245.9167817
11,22-05-2022 01:06,Dozer_1,Engine,Oil Pressure,28.03313499
44,30-06-2022 22:32,Backhoe_Loader_1,Engine,Oil Pressure,36.08327479
38,12-05-2022 05:24,Backhoe_Loader_1,Fuel,Pressure,55.98074525
30,10-06-2022 00:01,Dozer_1,Engine,Speed,1653.981398
44,23-05-2022 00:22,Excavator_1,Engine,Oil Pressure,57.88679201
7,12-05-2022 08:33,Dozer_1,Engine,Temparature,90.98470861
41,21-05-2022 19:51,Articulated_Truck_1,Fuel,Level,5.96345368
28,18-06-2022 09:59,Backhoe_Loader_1,Misc,Air Filter Pressure,22.00850519
16,23-05-2022 15:44,Excavator_1,Misc,Air Filter Pressure,22.80436262
12,24-06-2022 01:28,Excavator_1,Misc,Air Filter Pressure,21.93381498
46,11-06-2022 19:02,Articulated_Truck_1,Engine,Temparature,102.1565153
32,07-05-2022 00:11,Excavator_1,Engine,Speed,1540.930533
16,16-06-2022 12:45,Backhoe_Loader_1,Drive,Pedal Sensor,4.935067902
27,07-05-2022 16:33,Excavator_1,Misc,Hydraulic Pump Rate,85.03168555
2,06-05-2022 20:48,Dozer_1,Engine,Temparature,90.91396935
7,13-05-2022 22:39,Excavator_1,Fuel,Temparature,286.9905001
45,12-06-2022 13:22,Excavator_1,Misc,System Voltage,13.26040662
26,18-05-2022 13:07,Excavator_1,Drive,Pedal Sensor,3.835479797
40,19-05-2022 23:24,Articulated_Truck_1,Fuel,Level,6.896799854
18,25-06-2022 14:13,Backhoe_Loader_1,Misc,Exhaust Gas Temparature,297.9241519
3,20-05-2022 20:12,Articulated_Truck_1,Drive,Pedal Sensor,4.19727392
10,05-05-2022 21:47,Dozer_1,Misc,Exhaust Gas Temparature,347.0858989
22,02-06-2022 18:29,Dozer_1,Drive,Pedal Sensor,3.480930179
12,29-06-2022 13:37,Articulated_Truck_1,Fuel,Pressure,56.04666408
15,11-05-2022 11:58,Excavator_1,Misc,Hydraulic Pump Rate,77.04831015
33,10-05-2022 15:44,Excavator_1,Drive,Pedal Sensor,4.372706495
1,14-05-2022 21:15,Dozer_1,Misc,System Voltage,13.23174938
38,09-05-2022 04:20,Articulated_Truck_1,Engine,Speed,1870.101992
30,29-05-2022 20:14,Excavator_1,Fuel,Level,2.987618644
33,21-05-2022 00:11,Backhoe_Loader_1,Misc,System Voltage,14.93635125
1,23-05-2022 10:00,Articulated_Truck_1,Misc,System Voltage,12.57928394
36,13-05-2022 11:20,Articulated_Truck_1,Misc,Air Filter Pressure,32.00193031
37,08-05-2022 18:20,Excavator_1,Fuel,Temparature,348.1370348
10,07-06-2022 11:45,Excavator_1,Drive,Brake Control,10.22578771
16,21-06-2022 03:11,Excavator_1,Drive,Pedal Sensor,3.533735082
49,23-05-2022 02:47,Articulated_Truck_1,Misc,System Voltage,15.15881457
50,23-05-2022 10:33,Articulated_Truck_1,Misc,Exhaust Gas Temparature,175.9130393
41,27-05-2022 23:52,Excavator_1,Drive,Transmission Pressure,274.0608718
48,01-06-2022 05:07,Articulated_Truck_1,Misc,Air Filter Pressure,35.02414911
5,28-05-2022 03:30,Dozer_1,Drive,Pedal Sensor,4.779614186
43,20-06-2022 20:27,Backhoe_Loader_1,Drive,Transmission Pressure,209.9828272
15,13-05-2022 07:50,Dozer_1,Engine,Temparature,95.09887594
45,02-05-2022 11:25,Dozer_1,Drive,Transmission Pressure,302.2476947
49,26-05-2022 10:26,Dozer_1,Drive,Brake Control,5.036707825
49,03-05-2022 11:34,Articulated_Truck_1,Fuel,Pressure,48.98571637
42,06-05-2022 23:38,Dozer_1,Misc,Exhaust Gas Temparature,366.0214057
5,23-06-2022 06:41,Backhoe_Loader_1,Engine,Speed,1389.997981
8,09-05-2022 12:19,Excavator_1,Engine,Speed,1572.999431
35,03-06-2022 19:30,Backhoe_Loader_1,Fuel,Water in Fuel,1325.11074
25,01-06-2022 09:23,Dozer_1,Fuel,Water in Fuel,1368.944076
36,11-06-2022 02:51,Dozer_1,Engine,Oil Pressure,51.862999
18,20-05-2022 06:13,Articulated_Truck_1,Drive,Brake Control,8.070234493
36,19-06-2022 13:23,Backhoe_Loader_1,Misc,Air Filter Pressure,27.09414469
35,04-05-2022 23:37,Dozer_1,Fuel,Water in Fuel,1736.861921
15,27-06-2022 01:47,Dozer_1,Fuel,Temparature,325.8466175
46,19-06-2022 19:04,Backhoe_Loader_1,Engine,Temparature,86.04890146
12,22-06-2022 21:04,Dozer_1,Drive,Pedal Sensor,4.744654725
35,21-05-2022 09:27,Backhoe_Loader_1,Drive,Pedal Sensor,4.859883966
10,05-05-2022 15:16,Dozer_1,Fuel,Level,2.873347994
30,29-05-2022 02:53,Articulated_Truck_1,Engine,Speed,1249.949512
18,25-05-2022 00:20,Articulated_Truck_1,Misc,Exhaust Gas Temparature,239.9293411
31,30-05-2022 21:58,Articulated_Truck_1,Engine,Oil Pressure,25.13725447
28,30-05-2022 09:46,Dozer_1,Drive,Brake Control,5.939974175
23,27-06-2022 22:36,Dozer_1,Engine,Speed,1497.030249
8,29-05-2022 19:50,Excavator_1,Misc,Air Filter Pressure,26.93660914
6,23-05-2022 18:45,Backhoe_Loader_1,Fuel,Level,5.129443959
27,26-06-2022 02:09,Excavator_1,Drive,Brake Control,7.99150303
48,29-06-2022 23:42,Backhoe_Loader_1,Engine,Temparature,89.89784675
4,09-06-2022 03:45,Backhoe_Loader_1,Engine,Temparature,82.11627461
43,24-06-2022 17:24,Backhoe_Loader_1,Engine,Speed,1433.881015
30,11-05-2022 19:09,Backhoe_Loader_1,Fuel,Level,6.047857659
33,26-05-2022 01:00,Dozer_1,Fuel,Temparature,211.9806198
30,22-05-2022 12:35,Articulated_Truck_1,Drive,Transmission Pressure,267.0668475
9,02-05-2022 13:13,Backhoe_Loader_1,Drive,Brake Control,6.128095274
48,09-06-2022 07:18,Excavator_1,Drive,Brake Control,3.914107577
13,28-05-2022 06:14,Articulated_Truck_1,Misc,System Voltage,14.128242
23,11-05-2022 14:50,Excavator_1,Misc,Hydraulic Pump Rate,80.1042062
14,09-06-2022 19:43,Excavator_1,Drive,Pedal Sensor,5.012942399
11,06-05-2022 07:56,Dozer_1,Drive,Transmission Pressure,393.8969342
46,08-05-2022 11:26,Excavator_1,Drive,Pedal Sensor,4.782273452
19,30-05-2022 19:30,Dozer_1,Misc,Hydraulic Pump Rate,113.0596926
50,24-05-2022 06:15,Articulated_Truck_1,Engine,Oil Pressure,64.91969419
43,02-05-2022 02:23,Excavator_1,Misc,Hydraulic Pump Rate,116.9777925
2,02-05-2022 07:24,Articulated_Truck_1,Drive,Transmission Pressure,220.0345835
11,07-05-2022 00:00,Articulated_Truck_1,Drive,Transmission Pressure,275.0409187
39,21-05-2022 09:11,Dozer_1,Engine,Oil Pressure,32.94829013
27,20-05-2022 16:04,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,81.96717198
44,09-06-2022 20:11,Dozer_1,Misc,Air Filter Pressure,25.92944459
50,13-05-2022 00:03,Excavator_1,Fuel,Water in Fuel,1438.875679
22,19-05-2022 02:06,Articulated_Truck_1,Fuel,Level,5.939769191
6,21-06-2022 17:50,Articulated_Truck_1,Engine,Oil Pressure,66.88390732
7,19-05-2022 07:14,Backhoe_Loader_1,Engine,Temparature,96.90355916
26,19-05-2022 13:36,Backhoe_Loader_1,Engine,Temparature,75.02396472
32,14-06-2022 17:23,Articulated_Truck_1,Drive,Transmission Pressure,450.2380236
49,02-06-2022 19:26,Backhoe_Loader_1,Fuel,Pressure,55.99210093
10,17-06-2022 21:14,Backhoe_Loader_1,Engine,Speed,1520.80493
9,19-05-2022 16:41,Excavator_1,Drive,Brake Control,6.89879875
36,16-06-2022 10:52,Articulated_Truck_1,Fuel,Level,2.852729712
6,29-06-2022 14:50,Articulated_Truck_1,Misc,Exhaust Gas Temparature,210.037363
21,23-05-2022 01:36,Dozer_1,Drive,Transmission Pressure,401.9247451
32,10-05-2022 14:37,Dozer_1,Fuel,Level,6.89108958
9,05-06-2022 05:05,Dozer_1,Misc,System Voltage,14.5068597
42,04-05-2022 00:31,Backhoe_Loader_1,Misc,Exhaust Gas Temparature,215.8684441
19,07-06-2022 01:33,Backhoe_Loader_1,Drive,Brake Control,10.12444417
32,14-06-2022 11:44,Dozer_1,Misc,Air Filter Pressure,30.94951859
15,01-05-2022 13:12,Excavator_1,Engine,Temparature,94.96224098
31,11-05-2022 11:08,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,81.90247295
32,13-05-2022 04:58,Excavator_1,Fuel,Level,8.965798284
47,26-06-2022 11:13,Articulated_Truck_1,Fuel,Level,3.006447814
12,10-05-2022 04:48,Backhoe_Loader_1,Fuel,Pressure,49.12567276
17,23-05-2022 23:09,Articulated_Truck_1,Engine,Oil Pressure,33.06481305
13,24-05-2022 00:58,Articulated_Truck_1,Fuel,Water in Fuel,78.23562566
24,21-06-2022 15:12,Backhoe_Loader_1,Fuel,Pressure,41.9343394
35,21-06-2022 13:10,Excavator_1,Drive,Pedal Sensor,4.86211295
2,09-06-2022 08:21,Articulated_Truck_1,Engine,Temparature,74.92129557
1,29-05-2022 01:45,Excavator_1,Misc,System Voltage,13.66040645
30,13-06-2022 06:05,Dozer_1,Fuel,Level,8.092857308
42,19-06-2022 03:02,Articulated_Truck_1,Misc,Exhaust Gas Temparature,175.9142251
45,03-06-2022 05:06,Excavator_1,Drive,Transmission Pressure,322.8711867
31,17-05-2022 04:05,Excavator_1,Drive,Pedal Sensor,4.710684211
16,03-05-2022 10:01,Dozer_1,Engine,Speed,1364.035777
36,10-05-2022 12:45,Articulated_Truck_1,Engine,Oil Pressure,45.00105604
13,24-05-2022 18:41,Excavator_1,Engine,Temparature,74.96145262
27,03-05-2022 22:07,Excavator_1,Fuel,Temparature,355.1041146
41,06-05-2022 07:11,Backhoe_Loader_1,Engine,Speed,1686.865388
36,09-05-2022 05:38,Backhoe_Loader_1,Fuel,Level,4.958282468
14,16-06-2022 00:37,Articulated_Truck_1,Drive,Pedal Sensor,4.466796248
43,16-06-2022 21:30,Dozer_1,Engine,Speed,1488.225289
49,22-05-2022 16:32,Excavator_1,Engine,Speed,1376.844643
32,18-05-2022 00:34,Backhoe_Loader_1,Engine,Speed,1474.806108
36,27-06-2022 16:29,Excavator_1,Engine,Oil Pressure,39.10076182
31,06-06-2022 19:21,Dozer_1,Fuel,Water in Fuel,1336.967035
49,03-05-2022 10:13,Articulated_Truck_1,Engine,Speed,1560.021441
32,04-06-2022 06:36,Articulated_Truck_1,Engine,Speed,1550.02954
3,20-06-2022 16:43,Excavator_1,Fuel,Temparature,398.2086757
2,20-06-2022 14:48,Backhoe_Loader_1,Misc,Exhaust Gas Temparature,216.941987
12,06-06-2022 09:36,Excavator_1,Engine,Speed,1644.230726
41,13-06-2022 13:11,Dozer_1,Engine,Speed,1770.930419
37,18-05-2022 14:22,Excavator_1,Drive,Brake Control,8.954879914
28,09-06-2022 05:23,Articulated_Truck_1,Drive,Brake Control,2.970683564
40,18-05-2022 20:27,Articulated_Truck_1,Engine,Temparature,100.1596184
29,15-05-2022 07:07,Dozer_1,Drive,Brake Control,4.979337411
27,17-06-2022 20:56,Backhoe_Loader_1,Engine,Speed,1340.945176
24,17-06-2022 03:01,Dozer_1,Fuel,Pressure,52.11199972
17,17-05-2022 12:45,Backhoe_Loader_1,Misc,System Voltage,14.27074752
32,14-05-2022 23:13,Backhoe_Loader_1,Misc,Air Filter Pressure,24.99614911
16,18-06-2022 10:52,Articulated_Truck_1,Fuel,Pressure,66.97949888
47,17-06-2022 20:57,Dozer_1,Fuel,Level,3.063876318
37,27-06-2022 00:30,Articulated_Truck_1,Fuel,Temparature,-0.037199537
26,13-05-2022 19:45,Articulated_Truck_1,Engine,Temparature,97.99406065
17,25-05-2022 21:48,Articulated_Truck_1,Fuel,Water in Fuel,81.17007826
48,14-06-2022 10:10,Articulated_Truck_1,Engine,Temparature,81.92051955
48,25-06-2022 12:04,Excavator_1,Fuel,Temparature,296.9127445
2,02-05-2022 05:43,Dozer_1,Fuel,Level,1.926626493
49,27-05-2022 02:12,Articulated_Truck_1,Drive,Brake Control,4.118288642
33,16-05-2022 02:16,Articulated_Truck_1,Fuel,Temparature,0.018895867
5,23-06-2022 20:53,Articulated_Truck_1,Misc,System Voltage,13.32966346
37,23-05-2022 15:59,Dozer_1,Drive,Brake Control,7.039030492
48,02-06-2022 21:45,Dozer_1,Drive,Brake Control,5.084312634
39,13-06-2022 10:51,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,89.76475592
24,14-06-2022 22:34,Excavator_1,Misc,Air Filter Pressure,21.97468891
32,30-06-2022 11:08,Articulated_Truck_1,Fuel,Level,3.971910501
3,13-06-2022 00:44,Excavator_1,Drive,Pedal Sensor,3.468924579
6,03-06-2022 15:23,Dozer_1,Fuel,Level,5.940470463
11,25-06-2022 12:15,Backhoe_Loader_1,Fuel,Temparature,224.1181558
50,17-06-2022 09:01,Backhoe_Loader_1,Drive,Transmission Pressure,376.9736649
36,26-05-2022 03:39,Excavator_1,Drive,Brake Control,9.006726742
4,23-06-2022 23:50,Articulated_Truck_1,Misc,Air Filter Pressure,21.9004791
34,03-06-2022 02:57,Dozer_1,Engine,Speed,1384.977727
49,02-06-2022 18:33,Excavator_1,Misc,System Voltage,13.16671598
33,20-05-2022 15:07,Excavator_1,Engine,Oil Pressure,36.00055713
42,19-06-2022 08:39,Articulated_Truck_1,Engine,Oil Pressure,36.1230307
42,16-06-2022 22:11,Articulated_Truck_1,Drive,Pedal Sensor,4.106657367
27,16-06-2022 11:16,Dozer_1,Fuel,Temparature,381.9963655
29,02-06-2022 01:46,Backhoe_Loader_1,Misc,System Voltage,13.67845092
41,21-06-2022 09:28,Articulated_Truck_1,Misc,System Voltage,15.35483674
34,16-06-2022 01:32,Articulated_Truck_1,Drive,Transmission Pressure,447.0793013
15,23-06-2022 08:05,Backhoe_Loader_1,Fuel,Temparature,362.8937099
1,07-06-2022 08:39,Backhoe_Loader_1,Drive,Brake Control,6.216765989
3,12-05-2022 06:44,Dozer_1,Drive,Pedal Sensor,2.870714462
30,22-06-2022 23:36,Articulated_Truck_1,Misc,Exhaust Gas Temparature,179.8676623
39,12-06-2022 09:50,Excavator_1,Misc,Hydraulic Pump Rate,111.8982965
38,08-06-2022 17:46,Excavator_1,Drive,Brake Control,5.024999065
8,21-05-2022 21:04,Dozer_1,Fuel,Pressure,48.05934979
18,28-05-2022 00:21,Excavator_1,Drive,Brake Control,6.975877783
17,08-05-2022 08:31,Excavator_1,Engine,Oil Pressure,32.00396803
49,28-06-2022 15:45,Dozer_1,Engine,Speed,1530.065638
14,21-05-2022 20:21,Backhoe_Loader_1,Engine,Oil Pressure,45.20206629
47,22-06-2022 04:47,Articulated_Truck_1,Engine,Oil Pressure,56.09772569
36,22-06-2022 20:24,Excavator_1,Misc,Air Filter Pressure,28.9876761
7,26-06-2022 19:35,Excavator_1,Engine,Temparature,90.9056482
37,01-06-2022 16:12,Backhoe_Loader_1,Engine,Temparature,74.88078539
4,21-05-2022 23:07,Articulated_Truck_1,Fuel,Pressure,43.98270145
27,25-05-2022 04:38,Backhoe_Loader_1,Fuel,Temparature,340.1644794
45,05-06-2022 11:11,Dozer_1,Fuel,Pressure,37.06523738
30,24-06-2022 06:17,Excavator_1,Engine,Speed,1455.068305
4,14-05-2022 11:42,Backhoe_Loader_1,Drive,Transmission Pressure,292.0304175
6,02-05-2022 08:37,Backhoe_Loader_1,Misc,Exhaust Gas Temparature,222.8590662
21,12-06-2022 21:34,Articulated_Truck_1,Drive,Transmission Pressure,249.9594958
28,13-05-2022 09:16,Excavator_1,Engine,Oil Pressure,52.89467765
23,27-05-2022 22:41,Articulated_Truck_1,Engine,Speed,1340.03199
49,07-05-2022 03:48,Dozer_1,Fuel,Pressure,57.93868367
45,29-06-2022 16:47,Dozer_1,Engine,Speed,1445.151828
2,15-05-2022 20:33,Articulated_Truck_1,Fuel,Level,10.05309064
34,04-05-2022 15:01,Backhoe_Loader_1,Misc,Exhaust Gas Temparature,292.9174647
47,09-06-2022 00:25,Backhoe_Loader_1,Fuel,Level,6.113807147
42,25-06-2022 01:50,Dozer_1,Drive,Pedal Sensor,3.498988562
50,23-05-2022 04:38,Backhoe_Loader_1,Fuel,Water in Fuel,1400.092052
20,30-06-2022 20:00,Excavator_1,Misc,Air Filter Pressure,24.99773104
16,09-05-2022 14:21,Articulated_Truck_1,Drive,Pedal Sensor,3.606979289
29,05-06-2022 05:54,Excavator_1,Misc,System Voltage,14.4269075
39,16-06-2022 02:41,Excavator_1,Fuel,Water in Fuel,460.9068567
11,21-06-2022 18:05,Articulated_Truck_1,Engine,Oil Pressure,71.85614241
3,04-06-2022 23:24,Articulated_Truck_1,Fuel,Temparature,-0.18932765
5,01-06-2022 00:48,Articulated_Truck_1,Drive,Pedal Sensor,4.348983626
22,17-06-2022 17:06,Articulated_Truck_1,Drive,Pedal Sensor,3.382612392
5,28-06-2022 06:46,Excavator_1,Engine,Speed,1522.996992
14,06-05-2022 13:30,Excavator_1,Misc,Exhaust Gas Temparature,306.1011861
37,19-06-2022 12:40,Backhoe_Loader_1,Misc,System Voltage,12.47220203
23,18-06-2022 16:45,Backhoe_Loader_1,Fuel,Temparature,376.015573
9,16-05-2022 22:24,Articulated_Truck_1,Misc,System Voltage,12.76614092
42,23-06-2022 16:26,Backhoe_Loader_1,Drive,Pedal Sensor,3.646320865
19,17-06-2022 17:04,Dozer_1,Drive,Brake Control,6.838089583
15,30-06-2022 13:37,Articulated_Truck_1,Misc,Hydraulic Pump Rate,119.8391623
23,17-06-2022 02:44,Excavator_1,Drive,Transmission Pressure,398.8851292
22,21-06-2022 16:09,Backhoe_Loader_1,Fuel,Level,8.030687145
6,15-06-2022 13:51,Excavator_1,Misc,Exhaust Gas Temparature,312.0873926
13,17-06-2022 15:59,Excavator_1,Fuel,Water in Fuel,544.071578
37,16-06-2022 15:27,Excavator_1,Misc,System Voltage,15.45282288
38,02-06-2022 22:25,Excavator_1,Fuel,Pressure,53.01292058
8,02-06-2022 17:20,Backhoe_Loader_1,Engine,Speed,1429.149945
5,08-06-2022 13:17,Dozer_1,Misc,System Voltage,13.82909656
19,03-05-2022 07:01,Excavator_1,Engine,Speed,1712.140153
24,23-06-2022 23:45,Articulated_Truck_1,Misc,Air Filter Pressure,30.97519903
25,17-05-2022 23:42,Excavator_1,Engine,Oil Pressure,36.89299663
30,28-06-2022 07:21,Excavator_1,Misc,Exhaust Gas Temparature,309.9312226
1,25-05-2022 03:32,Dozer_1,Fuel,Water in Fuel,286.0973951
28,19-06-2022 08:29,Excavator_1,Drive,Brake Control,0.928798246
38,25-05-2022 21:05,Dozer_1,Drive,Brake Control,5.262521364
50,07-05-2022 21:21,Articulated_Truck_1,Fuel,Water in Fuel,448.1343974
46,11-06-2022 09:31,Backhoe_Loader_1,Fuel,Water in Fuel,398.2814672
12,25-06-2022 08:18,Articulated_Truck_1,Misc,Air Filter Pressure,25.04100723
10,25-05-2022 08:33,Excavator_1,Fuel,Level,6.876581312
41,15-05-2022 10:38,Backhoe_Loader_1,Drive,Transmission Pressure,289.1031804
18,10-06-2022 17:46,Dozer_1,Engine,Temparature,100.0267832
38,25-05-2022 11:32,Articulated_Truck_1,Fuel,Pressure,72.18985458
24,25-05-2022 04:47,Backhoe_Loader_1,Engine,Temparature,94.00461078
31,04-05-2022 01:41,Dozer_1,Misc,Hydraulic Pump Rate,94.20823191
2,25-05-2022 15:52,Excavator_1,Drive,Transmission Pressure,405.8734977
42,27-05-2022 18:23,Backhoe_Loader_1,Fuel,Water in Fuel,495.0036466
38,06-05-2022 20:06,Backhoe_Loader_1,Drive,Brake Control,5.963703121
46,24-06-2022 19:36,Excavator_1,Fuel,Water in Fuel,1072.193517
25,15-06-2022 15:14,Articulated_Truck_1,Drive,Transmission Pressure,365.7897008
1,09-06-2022 14:04,Articulated_Truck_1,Fuel,Water in Fuel,50.04518081
38,11-06-2022 04:31,Articulated_Truck_1,Misc,Exhaust Gas Temparature,181.0789365
34,10-06-2022 12:30,Dozer_1,Misc,Exhaust Gas Temparature,347.0770311
6,20-06-2022 15:06,Excavator_1,Engine,Oil Pressure,60.0542033
19,23-05-2022 07:36,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,116.9311109
12,18-05-2022 20:55,Dozer_1,Engine,Speed,1529.076095
34,29-06-2022 07:20,Excavator_1,Engine,Speed,1419.043504
1,14-06-2022 07:01,Backhoe_Loader_1,Misc,System Voltage,15.12262276
31,12-06-2022 13:05,Backhoe_Loader_1,Engine,Oil Pressure,65.14383672
14,06-05-2022 18:34,Backhoe_Loader_1,Drive,Pedal Sensor,3.536675424
19,23-05-2022 17:34,Backhoe_Loader_1,Fuel,Temparature,250.0090631
40,22-05-2022 13:59,Backhoe_Loader_1,Drive,Transmission Pressure,349.0985341
48,12-05-2022 01:56,Dozer_1,Misc,Air Filter Pressure,26.03912381
35,24-05-2022 16:19,Excavator_1,Fuel,Water in Fuel,1647.036835
18,30-05-2022 07:29,Articulated_Truck_1,Engine,Temparature,102.0384865
17,08-06-2022 15:27,Dozer_1,Misc,System Voltage,15.13231881
21,05-06-2022 00:55,Articulated_Truck_1,Fuel,Water in Fuel,88.1006496
13,05-06-2022 07:06,Dozer_1,Drive,Transmission Pressure,222.9710354
38,05-06-2022 14:13,Backhoe_Loader_1,Engine,Speed,1584.954716
33,10-05-2022 10:06,Articulated_Truck_1,Drive,Pedal Sensor,4.25707638
49,06-06-2022 15:31,Backhoe_Loader_1,Engine,Speed,1394.036386
4,30-05-2022 14:58,Dozer_1,Fuel,Pressure,46.9459388
48,28-05-2022 18:04,Excavator_1,Misc,Air Filter Pressure,34.87892429
14,27-05-2022 17:18,Articulated_Truck_1,Engine,Oil Pressure,43.912935
29,23-06-2022 10:50,Articulated_Truck_1,Engine,Temparature,94.96134004
41,20-05-2022 01:01,Excavator_1,Engine,Speed,1515.096904
34,07-05-2022 09:54,Excavator_1,Fuel,Pressure,52.04392807
25,14-06-2022 08:08,Excavator_1,Fuel,Water in Fuel,1643.007935
13,07-06-2022 03:24,Backhoe_Loader_1,Drive,Transmission Pressure,286.0694888
30,24-06-2022 06:14,Dozer_1,Drive,Transmission Pressure,271.1181946
49,21-06-2022 12:15,Dozer_1,Misc,System Voltage,14.21934395
17,01-05-2022 12:55,Excavator_1,Misc,System Voltage,12.00239603
43,28-06-2022 06:57,Backhoe_Loader_1,Fuel,Level,5.070004823
29,29-05-2022 23:47,Articulated_Truck_1,Drive,Brake Control,6.939034382
2,27-05-2022 08:34,Excavator_1,Fuel,Level,1.996474445
40,13-06-2022 19:48,Dozer_1,Engine,Temparature,89.08617599
8,09-05-2022 12:13,Dozer_1,Engine,Speed,1356.934844
5,06-06-2022 18:13,Dozer_1,Fuel,Water in Fuel,286.9753499
49,05-06-2022 12:35,Backhoe_Loader_1,Misc,System Voltage,14.73751024
39,18-05-2022 13:10,Dozer_1,Drive,Pedal Sensor,4.661461443
26,06-06-2022 21:59,Articulated_Truck_1,Fuel,Level,4.867574699
37,05-06-2022 04:17,Articulated_Truck_1,Misc,System Voltage,13.55873026
5,05-06-2022 01:06,Backhoe_Loader_1,Drive,Pedal Sensor,4.489172938
33,19-05-2022 16:09,Backhoe_Loader_1,Engine,Oil Pressure,61.01539918
21,09-05-2022 21:40,Dozer_1,Misc,System Voltage,14.43347221
13,28-06-2022 19:01,Backhoe_Loader_1,Misc,System Voltage,15.87969123
35,30-05-2022 03:59,Articulated_Truck_1,Engine,Temparature,93.97408595
25,22-05-2022 20:48,Articulated_Truck_1,Engine,Oil Pressure,45.058979
13,12-06-2022 22:26,Articulated_Truck_1,Drive,Transmission Pressure,299.824523
22,04-06-2022 17:55,Excavator_1,Engine,Oil Pressure,25.96497438
44,04-05-2022 03:09,Articulated_Truck_1,Misc,Air Filter Pressure,30.92462627
40,22-05-2022 10:03,Articulated_Truck_1,Drive,Transmission Pressure,443.0108411
8,03-06-2022 00:36,Articulated_Truck_1,Misc,Air Filter Pressure,23.00824914
8,18-06-2022 14:11,Dozer_1,Drive,Brake Control,7.953351322
28,12-06-2022 10:46,Backhoe_Loader_1,Engine,Oil Pressure,56.99637292
12,02-06-2022 21:54,Backhoe_Loader_1,Misc,Air Filter Pressure,25.07964182
44,22-06-2022 19:24,Articulated_Truck_1,Fuel,Temparature,-0.154580047
7,29-06-2022 21:21,Articulated_Truck_1,Misc,Hydraulic Pump Rate,117.8756571
37,08-06-2022 10:58,Articulated_Truck_1,Drive,Brake Control,7.909578929
